Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Egypt,741,25,,0.23,902,8.13
Egypt,755,29,,0.26,931,8.39
Egypt,769,26,,0.23,957,8.62
Egypt,783,57,Omicron (BA.1),0.51,1014,9.13
Egypt,797,7,,0.06,1021,9.19
Egypt,825,5,,0.05,1026,9.24
Egypt,839,10,,0.09,1036,9.33
Egypt,853,13,,0.12,1049,9.45
Egypt,867,49,Omicron (BA.2),0.44,1098,9.89
Egypt,881,11,,0.1,1109,9.99
Egypt,895,75,Omicron (BA.5),0.68,1184,10.67
Egypt,909,96,Omicron (BA.5),0.86,1280,11.53
Egypt,923,239,Omicron (BA.5),2.15,1519,13.68
Egypt,937,194,Omicron (BA.5),1.75,1713,15.43
Egypt,951,76,Omicron (BA.5),0.68,1789,16.11
Egypt,965,61,Omicron (BA.5),0.55,1850,16.66
Egypt,979,15,,0.14,1865,16.8
Egypt,993,42,Omicron (BA.5),0.38,1907,17.18
Egypt,1007,5,,0.05,1912,17.23
Egypt,1021,1,,0.01,1913,17.24
Egypt,1035,32,Omicron (BA.5),0.29,1945,17.53
Egypt,1049,41,Omicron (BA.2.75),0.37,1986,17.9
Egypt,1063,37,Omicron (BQ.1),0.33,2023,18.23
Egypt,1077,13,,0.12,2036,18.35
Egypt,1105,2,,0.02,2038,18.37
Egypt,1119,13,,0.12,2051,18.49
Egypt,1133,123,Omicron (XBB.1.5),1.11,2174,19.6
Egypt,1147,176,Omicron (XBB.1.9),1.59,2350,21.19
Egypt,1161,52,Omicron (XBB.1.9),0.47,2402,21.66
Egypt,1175,30,Omicron (XBB.1.9),0.27,2432,21.93
Egypt,1189,16,,0.14,2448,22.07
Egypt,1203,25,,0.23,2473,22.3
Egypt,1217,11,,0.1,2484,22.4
Egypt,1231,4,,0.04,2488,22.44
Egypt,1245,1,,0.01,2489,22.45
El Salvador,251,1,,0.16,1,0.16
El Salvador,475,93,Others,14.68,94,14.84
El Salvador,503,5,,0.79,99,15.63
El Salvador,531,16,,2.53,115,18.16
El Salvador,559,83,Others,13.1,198,31.26
El Salvador,573,17,,2.68,215,33.94
El Salvador,657,29,,4.58,244,38.52
El Salvador,671,16,,2.53,260,41.05
El Salvador,685,24,,3.79,284,44.84
El Salvador,699,9,,1.42,293,46.26
El Salvador,713,6,,0.95,299,47.21
El Salvador,727,104,Omicron (BA.1),16.41,403,63.62
El Salvador,741,36,Omicron (BA.1),5.68,439,69.3
El Salvador,755,1,,0.16,440,69.46
El Salvador,811,2,,0.32,442,69.78
El Salvador,825,4,,0.63,446,70.41
El Salvador,839,6,,0.95,452,71.36
El Salvador,853,11,,1.74,463,73.1
El Salvador,867,27,,4.26,490,77.36
El Salvador,909,54,Omicron (BA.5),8.52,544,85.88
El Salvador,923,43,Omicron (BA.5),6.79,587,92.67
El Salvador,951,1,,0.16,588,92.83
El Salvador,1021,2,,0.32,590,93.15
El Salvador,1035,51,Omicron (XBB),8.05,641,101.2
El Salvador,1049,25,,3.95,666,105.15
El Salvador,1063,3,,0.47,669,105.62
El Salvador,1077,1,,0.16,670,105.78
Estonia,237,4,,3.02,4,3.02
Estonia,251,114,Others,85.97,118,88.99
Estonia,265,51,Others,38.46,169,127.45
Estonia,279,18,,13.57,187,141.02
Estonia,293,39,Others,29.41,226,170.43
Estonia,307,14,,10.56,240,180.99
Estonia,335,2,,1.51,242,182.5
Estonia,349,33,Others,24.89,275,207.39
Estonia,363,5,,3.77,280,211.16
Estonia,377,40,Others,30.16,320,241.32
Estonia,391,159,Others,119.9,479,361.22
Estonia,405,437,Others,329.55,916,690.77
Estonia,419,623,Alpha,469.81,1539,1160.58
Estonia,433,963,Alpha,726.21,2502,1886.79
Estonia,447,760,Alpha,573.12,3262,2459.91
Estonia,461,346,Alpha,260.92,3608,2720.83
Estonia,475,325,Alpha,245.09,3933,2965.92
Estonia,489,164,Alpha,123.67,4097,3089.59
Estonia,503,79,Alpha,59.57,4176,3149.16
Estonia,517,98,Alpha,73.9,4274,3223.06
Estonia,531,56,Delta,42.23,4330,3265.29
Estonia,545,160,Delta,120.66,4490,3385.95
Estonia,559,367,Delta,276.76,4857,3662.71
Estonia,573,360,Delta,271.48,5217,3934.19
Estonia,587,362,Delta,272.99,5579,4207.18
Estonia,601,365,Delta,275.25,5944,4482.43
Estonia,615,346,Delta,260.92,6290,4743.35
Estonia,629,332,Delta,250.36,6622,4993.71
Estonia,643,362,Delta,272.99,6984,5266.7
Estonia,657,271,Delta,204.36,7255,5471.06
Estonia,671,321,Delta,242.07,7576,5713.13
Estonia,685,326,Delta,245.84,7902,5958.97
Estonia,699,339,Delta,255.64,8241,6214.61
Estonia,713,325,Delta,245.09,8566,6459.7
Estonia,727,319,Omicron (BA.1),240.56,8885,6700.26
Estonia,741,278,Omicron (BA.1),209.64,9163,6909.9
Estonia,755,236,Omicron (BA.1),177.97,9399,7087.87
Estonia,769,349,Omicron (BA.2),263.18,9748,7351.05
Estonia,783,357,Omicron (BA.2),269.22,10105,7620.27
Estonia,797,349,Omicron (BA.2),263.18,10454,7883.45
Estonia,811,364,Omicron (BA.2),274.5,10818,8157.95
Estonia,825,342,Omicron (BA.2),257.91,11160,8415.86
Estonia,839,362,Omicron (BA.2),272.99,11522,8688.85
Estonia,853,372,Omicron (BA.2),280.53,11894,8969.38
Estonia,867,351,Omicron (BA.2),264.69,12245,9234.07
Estonia,881,295,Omicron (BA.5),222.46,12540,9456.53
Estonia,895,129,Omicron (BA.5),97.28,12669,9553.81
Estonia,909,177,Omicron (BA.5),133.48,12846,9687.29
Estonia,923,129,Omicron (BA.5),97.28,12975,9784.57
Estonia,937,152,Omicron (BA.5),114.62,13127,9899.19
Estonia,951,322,Omicron (BA.5),242.82,13449,10142.01
Estonia,965,243,Omicron (BA.5),183.25,13692,10325.26
Estonia,979,374,Omicron (BA.5),282.04,14066,10607.3
Estonia,993,373,Omicron (BA.5),281.28,14439,10888.58
Estonia,1007,69,Omicron (BA.5),52.03,14508,10940.61
Eswatini,307,2,,1.66,2,1.66
Eswatini,321,5,,4.16,7,5.82
Eswatini,335,3,,2.5,10,8.32
Eswatini,349,1,,0.83,11,9.15
Eswatini,363,4,,3.33,15,12.48
Eswatini,377,5,,4.16,20,16.64
Eswatini,391,15,,12.48,35,29.12
Eswatini,405,6,,4.99,41,34.11
Eswatini,419,1,,0.83,42,34.94
Eswatini,433,2,,1.66,44,36.6
Eswatini,461,6,,4.99,50,41.59
Eswatini,475,5,,4.16,55,45.75
Eswatini,489,5,,4.16,60,49.91
Eswatini,503,8,,6.66,68,56.57
Eswatini,517,17,,14.15,85,70.72
Eswatini,531,41,Delta,34.12,126,104.84
Eswatini,545,31,Delta,25.8,157,130.64
Eswatini,559,33,Delta,27.46,190,158.1
Eswatini,573,80,Delta,66.57,270,224.67
Eswatini,587,7,,5.83,277,230.5
Eswatini,601,2,,1.66,279,232.16
Eswatini,615,24,,19.97,303,252.13
Eswatini,629,54,Delta,44.94,357,297.07
Eswatini,643,10,,8.32,367,305.39
Eswatini,685,75,Omicron (BA.1),62.41,442,367.8
Eswatini,699,102,Omicron (BA.1),84.88,544,452.68
Eswatini,713,27,,22.47,571,475.15
Eswatini,727,24,,19.97,595,495.12
Eswatini,741,7,,5.83,602,500.95
Eswatini,755,12,,9.99,614,510.94
Eswatini,769,9,,7.49,623,518.43
Eswatini,783,5,,4.16,628,522.59
Eswatini,797,9,,7.49,637,530.08
Eswatini,811,7,,5.83,644,535.91
Eswatini,825,46,Omicron (BA.5),38.28,690,574.19
Eswatini,839,84,Omicron (BA.5),69.9,774,644.09
Eswatini,853,75,Omicron (BA.5),62.41,849,706.5
Eswatini,867,23,,19.14,872,725.64
Eswatini,881,15,,12.48,887,738.12
Eswatini,895,5,,4.16,892,742.28
Eswatini,909,2,,1.66,894,743.94
Eswatini,923,2,,1.66,896,745.6
Eswatini,937,2,,1.66,898,747.26
Eswatini,951,1,,0.83,899,748.09
Eswatini,1007,3,,2.5,902,750.59
Eswatini,1021,6,,4.99,908,755.58
Eswatini,1035,13,,10.82,921,766.4
Eswatini,1049,19,,15.81,940,782.21
Eswatini,1063,1,,0.83,941,783.04
Eswatini,1077,2,,1.66,943,784.7
Eswatini,1091,4,,3.33,947,788.03
Ethiopia,307,2,,0.02,2,0.02
Ethiopia,335,4,,0.03,6,0.05
Ethiopia,377,7,,0.06,13,0.11
Ethiopia,391,6,,0.05,19,0.16
Ethiopia,405,16,,0.13,35,0.29
Ethiopia,475,1,,0.01,36,0.3
Ethiopia,503,18,,0.15,54,0.45
Ethiopia,517,1,,0.01,55,0.46
Ethiopia,545,27,,0.22,82,0.68
Ethiopia,559,102,Delta,0.83,184,1.51
Ethiopia,573,265,Delta,2.15,449,3.66
Ethiopia,587,1,,0.01,450,3.67
Ethiopia,713,40,Omicron (BA.1),0.32,490,3.99
Ethiopia,727,29,,0.24,519,4.23
Ethiopia,755,16,,0.13,535,4.36
Ethiopia,895,2,,0.02,537,4.38
Ethiopia,909,2,,0.02,539,4.4
Fiji,223,1,,1.08,1,1.08
Fiji,321,1,,1.08,2,2.16
Fiji,349,1,,1.08,3,3.24
Fiji,377,1,,1.08,4,4.32
Fiji,405,1,,1.08,5,5.4
Fiji,433,1,,1.08,6,6.48
Fiji,461,15,,16.13,21,22.61
Fiji,475,14,,15.06,35,37.67
Fiji,489,35,Delta,37.64,70,75.31
Fiji,503,5,,5.38,75,80.69
Fiji,517,239,Delta,257.05,314,337.74
Fiji,531,66,Delta,70.99,380,408.73
Fiji,545,107,Delta,115.08,487,523.81
Finland,111,102,Others,18.41,102,18.41
Finland,125,51,Others,9.2,153,27.61
Finland,139,36,Others,6.5,189,34.11
Finland,153,4,,0.72,193,34.83
Finland,209,10,,1.8,203,36.63
Finland,223,14,,2.53,217,39.16
Finland,237,23,,4.15,240,43.31
Finland,251,96,Others,17.33,336,60.64
Finland,265,283,Others,51.08,619,111.72
Finland,279,98,Others,17.69,717,129.41
Finland,293,51,Others,9.2,768,138.61
Finland,307,54,Others,9.75,822,148.36
Finland,321,155,Others,27.97,977,176.33
Finland,335,102,Others,18.41,1079,194.74
Finland,349,143,Others,25.81,1222,220.55
Finland,363,410,Others,74.0,1632,294.55
Finland,377,852,Others,153.77,2484,448.32
Finland,391,1442,Alpha,260.25,3926,708.57
Finland,405,1385,Alpha,249.97,5311,958.54
Finland,419,1496,Alpha,270.0,6807,1228.54
Finland,433,970,Alpha,175.07,7777,1403.61
Finland,447,640,Alpha,115.51,8417,1519.12
Finland,461,469,Alpha,84.65,8886,1603.77
Finland,475,475,Alpha,85.73,9361,1689.5
Finland,489,506,Alpha,91.32,9867,1780.82
Finland,503,323,Alpha,58.3,10190,1839.12
Finland,517,274,Alpha,49.45,10464,1888.57
Finland,531,729,Delta,131.57,11193,2020.14
Finland,545,1020,Delta,184.09,12213,2204.23
Finland,559,1703,Delta,307.36,13916,2511.59
Finland,573,1100,Delta,198.53,15016,2710.12
Finland,587,883,Delta,159.36,15899,2869.48
Finland,601,821,Delta,148.18,16720,3017.66
Finland,615,833,Delta,150.34,17553,3168.0
Finland,629,957,Delta,172.72,18510,3340.72
Finland,643,802,Delta,144.75,19312,3485.47
Finland,657,503,Delta,90.78,19815,3576.25
Finland,671,501,Delta,90.42,20316,3666.67
Finland,685,847,Delta,152.87,21163,3819.54
Finland,699,1303,Delta,235.17,22466,4054.71
Finland,713,1016,Omicron (BA.1),183.37,23482,4238.08
Finland,727,1480,Omicron (BA.1),267.11,24962,4505.19
Finland,741,1373,Omicron (BA.1),247.8,26335,4752.99
Finland,755,1068,Omicron (BA.1),192.75,27403,4945.74
Finland,769,1063,Omicron (BA.1),191.85,28466,5137.59
Finland,783,1052,Omicron (BA.2),189.87,29518,5327.46
Finland,797,1145,Omicron (BA.2),206.65,30663,5534.11
Finland,811,565,Omicron (BA.2),101.97,31228,5636.08
Finland,825,777,Omicron (BA.2),140.23,32005,5776.31
Finland,839,802,Omicron (BA.2),144.75,32807,5921.06
Finland,853,754,Omicron (BA.2),136.08,33561,6057.14
Finland,867,646,Omicron (BA.2),116.59,34207,6173.73
Finland,881,699,Omicron (BA.2),126.16,34906,6299.89
Finland,895,766,Omicron (BA.5),138.25,35672,6438.14
Finland,909,764,Omicron (BA.5),137.89,36436,6576.03
Finland,923,867,Omicron (BA.5),156.48,37303,6732.51
Finland,937,741,Omicron (BA.5),133.74,38044,6866.25
Finland,951,292,Omicron (BA.5),52.7,38336,6918.95
Finland,965,225,Omicron (BA.5),40.61,38561,6959.56
Finland,979,211,Omicron (BA.5),38.08,38772,6997.64
Finland,993,271,Omicron (BA.5),48.91,39043,7046.55
Finland,1007,249,Omicron (BA.5),44.94,39292,7091.49
Finland,1021,412,Omicron (BA.5),74.36,39704,7165.85
Finland,1035,465,Omicron (BA.5),83.92,40169,7249.77
Finland,1049,514,Omicron (BA.5),92.77,40683,7342.54
Finland,1063,602,Omicron (BA.5),108.65,41285,7451.19
Finland,1077,531,Omicron (BQ.1),95.84,41816,7547.03
Finland,1091,361,Omicron (BQ.1),65.15,42177,7612.18
Finland,1105,355,Omicron (BQ.1),64.07,42532,7676.25
Finland,1119,321,Omicron (BQ.1),57.93,42853,7734.18
Finland,1133,295,Omicron (XBB.1.5),53.24,43148,7787.42
Finland,1147,392,Omicron (XBB.1.5),70.75,43540,7858.17
Finland,1161,355,Omicron (XBB.1.5),64.07,43895,7922.24
Finland,1175,294,Omicron (XBB.1.5),53.06,44189,7975.3
Finland,1189,219,Omicron (XBB.1.5),39.53,44408,8014.83
Finland,1203,318,Omicron (XBB.1.5),57.39,44726,8072.22
Finland,1217,336,Omicron (XBB.1.9),60.64,45062,8132.86
Finland,1231,192,Omicron (XBB.1.9),34.65,45254,8167.51
Finland,1245,186,Omicron (XBB.1.9),33.57,45440,8201.08
Finland,1259,108,Omicron (XBB.1.9),19.49,45548,8220.57
Finland,1273,68,Omicron (XBB.1.9),12.27,45616,8232.84
Finland,1287,49,Omicron (XBB.1.9),8.84,45665,8241.68
Finland,1301,79,Omicron (EG.5.1),14.26,45744,8255.94
Finland,1315,69,Omicron (XBB.1.16),12.45,45813,8268.39
Finland,1329,17,,3.07,45830,8271.46
France,111,195,Others,2.88,195,2.88
France,125,58,Others,0.86,253,3.74
France,139,30,Others,0.44,283,4.18
France,153,43,Others,0.63,326,4.81
France,167,28,,0.41,354,5.22
France,181,59,Others,0.87,413,6.09
France,195,117,Others,1.73,530,7.82
France,209,193,Others,2.85,723,10.67
France,223,197,Others,2.91,920,13.58
France,237,795,Others,11.72,1715,25.3
France,251,454,Others,6.69,2169,31.99
France,265,322,Others,4.75,2491,36.74
France,279,716,Others,10.56,3207,47.3
France,293,846,Others,12.48,4053,59.78
France,307,571,Others,8.42,4624,68.2
France,321,295,Others,4.35,4919,72.55
France,335,346,Others,5.1,5265,77.65
France,349,466,Others,6.87,5731,84.52
France,363,1685,Others,24.85,7416,109.37
France,377,3370,Others,49.7,10786,159.07
France,391,2605,Alpha,38.41,13391,197.48
France,405,3088,Alpha,45.54,16479,243.02
France,419,4501,Alpha,66.37,20980,309.39
France,433,6811,Alpha,100.44,27791,409.83
France,447,4892,Alpha,72.14,32683,481.97
France,461,4750,Alpha,70.05,37433,552.02
France,475,3586,Alpha,52.88,41019,604.9
France,489,3056,Alpha,45.07,44075,649.97
France,503,2700,Alpha,39.82,46775,689.79
France,517,1922,Alpha,28.34,48697,718.13
France,531,2958,Delta,43.62,51655,761.75
France,545,13872,Delta,204.56,65527,966.31
France,559,25698,Delta,378.95,91225,1345.26
France,573,14360,Delta,211.76,105585,1557.02
France,587,11594,Delta,170.97,117179,1727.99
France,601,7258,Delta,107.03,124437,1835.02
France,615,4767,Delta,70.3,129204,1905.32
France,629,3806,Delta,56.12,133010,1961.44
France,643,6616,Delta,97.56,139626,2059.0
France,657,16781,Delta,247.46,156407,2306.46
France,671,16302,Delta,240.4,172709,2546.86
France,685,17739,Delta,261.59,190448,2808.45
France,699,18583,Delta,274.03,209031,3082.48
France,713,22911,Omicron (BA.1),337.86,231942,3420.34
France,727,17750,Omicron (BA.1),261.75,249692,3682.09
France,741,15541,Omicron (BA.1),229.17,265233,3911.26
France,755,15421,Omicron (BA.1),227.4,280654,4138.66
France,769,15642,Omicron (BA.1),230.66,296296,4369.32
France,783,17463,Omicron (BA.2),257.52,313759,4626.84
France,797,19719,Omicron (BA.2),290.78,333478,4917.62
France,811,17641,Omicron (BA.2),260.14,351119,5177.76
France,825,15966,Omicron (BA.2),235.44,367085,5413.2
France,839,12519,Omicron (BA.2),184.61,379604,5597.81
France,853,10241,Omicron (BA.2),151.02,389845,5748.83
France,867,11212,Omicron (BA.2),165.34,401057,5914.17
France,881,10005,Omicron (BA.5),147.54,411062,6061.71
France,895,13439,Omicron (BA.5),198.18,424501,6259.89
France,909,12129,Omicron (BA.5),178.86,436630,6438.75
France,923,9325,Omicron (BA.5),137.51,445955,6576.26
France,937,5719,Omicron (BA.5),84.33,451674,6660.59
France,951,5061,Omicron (BA.5),74.63,456735,6735.22
France,965,5153,Omicron (BA.5),75.99,461888,6811.21
France,979,6472,Omicron (BA.5),95.44,468360,6906.65
France,993,6848,Omicron (BA.5),100.98,475208,7007.63
France,1007,7367,Omicron (BA.5),108.64,482575,7116.27
France,1021,4026,Omicron (BA.5),59.37,486601,7175.64
France,1035,3877,Omicron (BQ.1),57.17,490478,7232.81
France,1049,8469,Omicron (BQ.1),124.89,498947,7357.7
France,1063,9718,Omicron (BQ.1),143.31,508665,7501.01
France,1077,6396,Omicron (BQ.1),94.32,515061,7595.33
France,1091,2284,Omicron (BQ.1),33.68,517345,7629.01
France,1105,2389,Omicron (BQ.1),35.23,519734,7664.24
France,1119,1854,Omicron (BQ.1),27.34,521588,7691.58
France,1133,1859,Omicron (BQ.1),27.41,523447,7718.99
France,1147,2409,Omicron (XBB.1.5),35.52,525856,7754.51
France,1161,2897,Omicron (XBB.1.5),42.72,528753,7797.23
France,1175,3156,Omicron (XBB.1.5),46.54,531909,7843.77
France,1189,3307,Omicron (XBB.1.5),48.77,535216,7892.54
France,1203,2581,Omicron (XBB.1.5),38.06,537797,7930.6
France,1217,1648,Omicron (XBB.1.5),24.3,539445,7954.9
France,1231,1471,Omicron (XBB.1.5),21.69,540916,7976.59
France,1245,895,Omicron (XBB.1.5),13.2,541811,7989.79
France,1259,527,Omicron (XBB.1.5),7.77,542338,7997.56
France,1273,478,Omicron (XBB.1.5),7.05,542816,8004.61
France,1287,536,Omicron (EG.5.1),7.9,543352,8012.51
France,1301,770,Omicron (EG.5.1),11.35,544122,8023.86
France,1315,1719,Omicron (EG.5.1),25.35,545841,8049.21
France,1329,2401,Omicron (EG.5.1),35.41,548242,8084.62
France,1343,164,Omicron (EG.5.1),2.42,548406,8087.04
Gabon,111,42,Others,17.58,42,17.58
Gabon,125,14,,5.86,56,23.44
Gabon,139,10,,4.19,66,27.63
Gabon,153,12,,5.02,78,32.65
Gabon,167,11,,4.6,89,37.25
Gabon,181,9,,3.77,98,41.02
Gabon,195,8,,3.35,106,44.37
Gabon,209,13,,5.44,119,49.81
Gabon,223,1,,0.42,120,50.23
Gabon,237,1,,0.42,121,50.65
Gabon,251,2,,0.84,123,51.49
Gabon,265,1,,0.42,124,51.91
Gabon,307,1,,0.42,125,52.33
Gabon,349,1,,0.42,126,52.75
Gabon,363,3,,1.26,129,54.01
Gabon,377,6,,2.51,135,56.52
Gabon,391,17,,7.12,152,63.64
Gabon,405,35,Alpha,14.65,187,78.29
Gabon,419,80,Alpha,33.49,267,111.78
Gabon,433,28,,11.72,295,123.5
Gabon,447,51,Alpha,21.35,346,144.85
Gabon,461,53,Others,22.19,399,167.04
Gabon,475,35,Others,14.65,434,181.69
Gabon,489,22,,9.21,456,190.9
Gabon,503,16,,6.7,472,197.6
Gabon,517,6,,2.51,478,200.11
Gabon,531,2,,0.84,480,200.95
Gabon,545,7,,2.93,487,203.88
Gabon,559,3,,1.26,490,205.14
Gabon,573,4,,1.67,494,206.81
Gabon,587,7,,2.93,501,209.74
Gabon,601,31,Delta,12.98,532,222.72
Gabon,615,35,Delta,14.65,567,237.37
Gabon,629,15,,6.28,582,243.65
Gabon,643,12,,5.02,594,248.67
Gabon,657,1,,0.42,595,249.09
Gabon,895,2,,0.84,597,249.93
Gambia,111,13,,4.8,13,4.8
Gambia,125,12,,4.43,25,9.23
Gambia,139,7,,2.59,32,11.82
Gambia,153,1,,0.37,33,12.19
Gambia,167,17,,6.28,50,18.47
Gambia,181,3,,1.11,53,19.58
Gambia,195,219,Others,80.93,272,100.51
Gambia,209,25,,9.24,297,109.75
Gambia,223,26,,9.61,323,119.36
Gambia,237,20,,7.39,343,126.75
Gambia,251,3,,1.11,346,127.86
Gambia,265,4,,1.48,350,129.34
Gambia,279,1,,0.37,351,129.71
Gambia,349,1,,0.37,352,130.08
Gambia,363,3,,1.11,355,131.19
Gambia,377,7,,2.59,362,133.78
Gambia,391,10,,3.7,372,137.48
Gambia,405,6,,2.22,378,139.7
Gambia,419,38,Alpha,14.04,416,153.74
Gambia,433,37,Others,13.67,453,167.41
Gambia,447,9,,3.33,462,170.74
Gambia,461,7,,2.59,469,173.33
Gambia,475,4,,1.48,473,174.81
Gambia,489,5,,1.85,478,176.66
Gambia,503,2,,0.74,480,177.4
Gambia,517,3,,1.11,483,178.51
Gambia,531,13,,4.8,496,183.31
Gambia,545,66,Delta,24.39,562,207.7
Gambia,559,88,Delta,32.52,650,240.22
Gambia,573,95,Delta,35.11,745,275.33
Gambia,587,69,Delta,25.5,814,300.83
Gambia,601,38,Delta,14.04,852,314.87
Gambia,615,14,,5.17,866,320.04
Gambia,629,2,,0.74,868,320.78
Gambia,643,2,,0.74,870,321.52
Gambia,699,3,,1.11,873,322.63
Gambia,713,23,,8.5,896,331.13
Gambia,727,23,,8.5,919,339.63
Gambia,755,12,,4.43,931,344.06
Gambia,769,1,,0.37,932,344.43
Gambia,895,1,,0.37,933,344.8
Gambia,909,3,,1.11,936,345.91
Gambia,923,44,Omicron (BA.5),16.26,980,362.17
Gambia,937,46,Omicron (BA.5),17.0,1026,379.17
Gambia,951,9,,3.33,1035,382.5
Gambia,965,21,,7.76,1056,390.26
Georgia,111,4,,1.07,4,1.07
Georgia,139,1,,0.27,5,1.34
Georgia,153,1,,0.27,6,1.61
Georgia,251,3,,0.8,9,2.41
Georgia,265,2,,0.53,11,2.94
Georgia,279,9,,2.4,20,5.34
Georgia,293,1,,0.27,21,5.61
Georgia,307,4,,1.07,25,6.68
Georgia,321,1,,0.27,26,6.95
Georgia,335,3,,0.8,29,7.75
Georgia,349,1,,0.27,30,8.02
Georgia,363,1,,0.27,31,8.29
Georgia,377,3,,0.8,34,9.09
Georgia,391,6,,1.6,40,10.69
Georgia,405,12,,3.2,52,13.89
Georgia,419,6,,1.6,58,15.49
Georgia,433,2,,0.53,60,16.02
Georgia,447,5,,1.34,65,17.36
Georgia,461,2,,0.53,67,17.89
Georgia,475,11,,2.94,78,20.83
Georgia,489,19,,5.07,97,25.9
Georgia,503,25,,6.68,122,32.58
Georgia,517,23,,6.14,145,38.72
Georgia,531,29,,7.74,174,46.46
Georgia,545,20,,5.34,194,51.8
Georgia,559,11,,2.94,205,54.74
Georgia,573,31,Delta,8.28,236,63.02
Georgia,587,7,,1.87,243,64.89
Georgia,601,36,Delta,9.61,279,74.5
Georgia,615,33,Delta,8.81,312,83.31
Georgia,629,74,Delta,19.76,386,103.07
Georgia,643,104,Delta,27.77,490,130.84
Georgia,657,84,Delta,22.43,574,153.27
Georgia,671,10,,2.67,584,155.94
Georgia,685,102,Delta,27.24,686,183.18
Georgia,699,134,Delta,35.79,820,218.97
Georgia,713,153,Omicron (BA.1),40.86,973,259.83
Georgia,727,197,Omicron (BA.1),52.61,1170,312.44
Georgia,741,147,Omicron (BA.1),39.26,1317,351.7
Georgia,755,219,Omicron (BA.2),58.49,1536,410.19
Georgia,769,158,Omicron (BA.2),42.2,1694,452.39
Georgia,783,28,,7.48,1722,459.87
Georgia,797,36,Omicron (BA.2),9.61,1758,469.48
Georgia,811,12,,3.2,1770,472.68
Georgia,825,24,,6.41,1794,479.09
Georgia,839,8,,2.14,1802,481.23
Georgia,853,5,,1.34,1807,482.57
Georgia,867,41,Omicron (BA.2),10.95,1848,493.52
Georgia,881,35,Omicron (BA.5),9.35,1883,502.87
Georgia,895,128,Omicron (BA.5),34.18,2011,537.05
Georgia,909,63,Omicron (BA.5),16.83,2074,553.88
Georgia,923,80,Omicron (BA.5),21.37,2154,575.25
Georgia,937,99,Omicron (BA.5),26.44,2253,601.69
Georgia,951,101,Omicron (BA.5),26.97,2354,628.66
Georgia,965,59,Omicron (BA.5),15.76,2413,644.42
Georgia,979,36,Omicron (BA.5),9.61,2449,654.03
Georgia,993,66,Omicron (BA.5),17.63,2515,671.66
Georgia,1007,53,Omicron (BA.5),14.15,2568,685.81
Georgia,1021,29,,7.74,2597,693.55
Georgia,1035,51,Omicron (BA.5),13.62,2648,707.17
Georgia,1049,44,Omicron (BA.5),11.75,2692,718.92
Georgia,1063,20,,5.34,2712,724.26
Georgia,1077,11,,2.94,2723,727.2
Georgia,1091,71,Omicron (BA.2.75),18.96,2794,746.16
Georgia,1105,29,,7.74,2823,753.9
Georgia,1119,46,Omicron (BA.2.75),12.29,2869,766.19
Georgia,1133,26,,6.94,2895,773.13
Georgia,1147,11,,2.94,2906,776.07
Georgia,1175,4,,1.07,2910,777.14
Georgia,1203,23,,6.14,2933,783.28
Georgia,1217,26,,6.94,2959,790.22
Georgia,1231,29,,7.74,2988,797.96
Georgia,1245,19,,5.07,3007,803.03
Georgia,1259,22,,5.88,3029,808.91
Georgia,1273,16,,4.27,3045,813.18
Georgia,1287,8,,2.14,3053,815.32
Georgia,1301,29,,7.74,3082,823.06
Georgia,1315,60,Omicron (XBB.1.9),16.02,3142,839.08
Georgia,1329,23,,6.14,3165,845.22
Germany,111,93,Others,1.12,93,1.12
Germany,125,86,Others,1.03,179,2.15
Germany,139,67,Others,0.8,246,2.95
Germany,153,1353,Others,16.23,1599,19.18
Germany,167,311,Others,3.73,1910,22.91
Germany,181,74,Others,0.89,1984,23.8
Germany,195,49,Others,0.59,2033,24.39
Germany,209,143,Others,1.72,2176,26.11
Germany,223,176,Others,2.11,2352,28.22
Germany,237,112,Others,1.34,2464,29.56
Germany,251,314,Others,3.77,2778,33.33
Germany,265,314,Others,3.77,3092,37.1
Germany,279,330,Others,3.96,3422,41.06
Germany,293,364,Others,4.37,3786,45.43
Germany,307,426,Others,5.11,4212,50.54
Germany,321,585,Others,7.02,4797,57.56
Germany,335,825,Others,9.9,5622,67.46
Germany,349,592,Others,7.1,6214,74.56
Germany,363,1498,Others,17.97,7712,92.53
Germany,377,5007,Others,60.06,12719,152.59
Germany,391,7354,Others,88.21,20073,240.8
Germany,405,10557,Alpha,126.63,30630,367.43
Germany,419,12905,Alpha,154.79,43535,522.22
Germany,433,15943,Alpha,191.23,59478,713.45
Germany,447,16895,Alpha,202.65,76373,916.1
Germany,461,21413,Alpha,256.84,97786,1172.94
Germany,475,19495,Alpha,233.84,117281,1406.78
Germany,489,11716,Alpha,140.53,128997,1547.31
Germany,503,7379,Alpha,88.51,136376,1635.82
Germany,517,3719,Alpha,44.61,140095,1680.43
Germany,531,2364,Delta,28.36,142459,1708.79
Germany,545,3126,Delta,37.5,145585,1746.29
Germany,559,5578,Delta,66.91,151163,1813.2
Germany,573,8834,Delta,105.96,159997,1919.16
Germany,587,17170,Delta,205.95,177167,2125.11
Germany,601,20549,Delta,246.48,197716,2371.59
Germany,615,17574,Delta,210.8,215290,2582.39
Germany,629,13801,Delta,165.54,229091,2747.93
